job_title_name,job_title_jobtype,job_title_description,search_term
"Principal Data Solutions Analyst, Personal Lines",- Full-time,"Description
The Personal Lines Modeling Data Solutions (MDS) team is actively searching for a new member to join our team as a technical expert in support of data initiatives within Product Design & Modeling (PDM). The MDS teams works closely with modeling and delivery stakeholders to curate and deliver comprehensive data solutions that support sophisticated model development and the successful calibration and launch into market of high-quality home and auto personal insurance products.
As a member of the MDS team, analysts will contribute towards process and query enhancements within existing and emerging platforms, support and maintain operational data production, as well as collaborate within the team and with our technology and data partners to design and implement modern solutions leveraging cloud-based tooling to increase speed, efficiency, and accuracy of essential data products.
**This is a ranged posting and position offered will be at manager discretion based on skills and experience.**
**This position may have in-office requirements depending on candidate location.**
Responsibilities will include:
Working both autonomously and collaboratively design, prototype, develop, and scale data solutions of moderate to high complexity to meet the needs of business customers and progress organization initiatives.
Lead routine production and validation of data deliverables, overseeing stakeholder engagement, prioritization and planning, and communication. Continuously seek improvement and enhancement opportunities within existing processes.
Leverage agile techniques to gather and distill requirements, accurately scope work efforts, and drive successful development and testing of data products and processes. Proactively identify project risks and propose solution-oriented strategies.
Ability to think critically, analyze data, accurately diagnose data issues, and articulate impacts to varying audiences.
Eagerness to continuously learn and test new technologies and programming languages, adapt and deliver in a dynamic environment, and inspire and influence change through collaboration.
Ideal candidate will have:
Experience coding with SQL, SAS, or Python preferred. Additional experience with AWS, Spark, or Snowflake strongly preferred.
In-depth knowledge of data concepts, strategies, and methodologies for manipulating and curating structured and unstructured data preferred.
Familiarity with database design and data warehousing in an enterprise environment helpful.
Prior knowledge of insurance business operations helpful.
Qualifications
Strong written and oral communication skills required
Bachelor`s Degree in Computer Science, Computer Engineering, or related discipline preferred
Master`s in same or related disciplines strongly preferred
5-7 years experience in coding for data management, data warehousing, or other data environments, including, but not limited to, working in NoSQL implementation, ETL, Java, scripting languages (Python, Perl, Shell), and the Hadoop stack
5-7 years experience as developer with top quadrant Business Intelligence tools
About Us
At Liberty Mutual, our purpose is to help people embrace today and confidently pursue tomorrow. That's why we provide an environment focused on openness, inclusion, trust and respect. Here, you'll discover our expansive range of roles, and a workplace where we aim to help turn your passion into a rewarding profession.
Liberty Mutual has proudly been recognized as a ""Great Place to Work"" by Great Place to Work® US for the past several years. We were also selected as one of the ""100 Best Places to Work in IT"" on IDG's Insider Pro and Computerworld's 2020 list. For many years running, we have been named by Forbes as one of America's Best Employers for Women and one of America's Best Employers for New Graduates as well as one of America's Best Employers for Diversity. To learn more about our commitment to diversity and inclusion please visit: https://jobs.libertymutualgroup.com/diversity-inclusion
We value your hard work, integrity and commitment to make things better, and we put people first by offering you benefits that support your life and well-being. To learn more about our benefit offerings please visit: https://LMI.co/Benefits
Liberty Mutual is an equal opportunity employer. We will not tolerate discrimination on the basis of race, color, national origin, sex, sexual orientation, gender identity, religion, age, disability, veteran's status, pregnancy, genetic information or on any basis prohibited by federal, state or local law.",dataanalyst 
Business Data Analyst,- Full-time,"Business Data Analyst - Excel Expert | 3+ Years Experience | Fully Remote/WFH - Must Reside in Dallas/Ft. Worth, Texas Metroplex
We are seeking a highly skilled and detail-oriented Data Analyst with expertise in Microsoft Excel, Data Visualization and experience using Smartsheet. Our ideal candidate will have strong analytical skills, advanced knowledge of Excel, and a solid understanding of data manipulation techniques.
Who You Are:
Bachelor's degree required
3+ years of work experience as a Data Support Analyst or similar role with a focus on data manipulation using Excel and Smartsheet.
Advanced proficiency in Microsoft Excel, including extensive knowledge of formulas, functions, macros, pivot tables, and data visualization techniques.
Strong understanding in Smartsheet, including creating and managing sheets, automating workflows, and building reports and dashboards.
Strong analytical skills with the ability to translate complex data into meaningful insights.
Familiarity with data extraction and transformation tools (e.g., SQL, Power Query) is a plus.
Solid understanding of data management principles, including data cleansing, validation, and normalization.
Excellent problem-solving abilities and attention to detail to ensure accurate data analysis and reporting.
Currently resides in the Dallas/Ft. Worth, Texas Metroplex
As a Business Analyst, you will be responsible for managing and analyzing data sets, generating reports, and providing technical support to ensure accurate and efficient data management processes.
Day-to-Day:
Perform data analysis tasks by manipulating, cleansing, and interpreting large data sets using Microsoft Excel and Smartsheet.
Develop and maintain Excel and Smartsheet-based tools, templates, and dashboards to automate data processes and improve efficiency.
Create and generate accurate reports, charts, and graphs to summarize and present data findings to stakeholders.
Support end-users in navigating Excel, Smartsheet, and provide guidance on data management techniques and best practices.
Collaborate with teams to troubleshoot technical issues related to data management systems and tools, including Excel and Smartsheet.
Why Us?
Fully work-from-home / remote opportunity out of Texas
Health, Dental & Vision Insurance through BCBS
$60-75K salary range, 401(k) matching & PTO
Voted #1 “Best Place to Work” on five separate occasions for the DFW area heralded by The Dallas Business Journal
Voted “The Best Company to Work for in Texas” four consecutive years by Texas Monthly Magazine
#1 Executive Retained Search Firm in DFW by The Dallas Business Journal
If you are passionate about data analysis, possess excellent problem-solving abilities, and thrive in a fast-paced environment, this role is perfect for you.
About Us: Kaye/Bassman is an executive search and recruitment firm that has grown to become the largest single-site search firm in the nation with the simple mission of impacting companies and enhancing careers by providing the finest in professional, executive, technical and scientific search.
Job Type: Full-time
Pay: $50,000.00 - $75,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid holidays
Paid time off
Vision insurance
Compensation package:
Yearly pay
Experience level:
3 years
4 years
5 years
6 years
7 years
Schedule:
8 hour shift
Monday to Friday
No nights
No weekends
Application Question(s):
Please provide GitHub Link (if applicable)
Do you currently reside in the Dallas / Ft. Worth, Texas area?
Education:
Bachelor's (Required)
Experience:
Microsoft Excel: 3 years (Required)
SQL: 3 years (Preferred)
Smartsheet: 1 year (Required)
Work Location: Remote",dataanalyst 
"Data Analyst, REMS Strategy & Operations",- Contract,"EPM Scientific has partnered with a global pharmaceutical company that is looking for a Data Analyst to join their Risk Evaluation and Mitigation Strategy (REMS) & Risk Management Programs team on a contractual basis. The Data Analyst, REMS & Operations will play an important role contributing to the research and development of new and existing risk management programs. This role will have a high focus on cross-functional and collaboration.
The Data Analyst, REMS & Operations will have the following responsibilities:
Supporting US REMS and US Risk Management Program operational data and reporting requirements
Supporting all active monitoring of products that require risk management programs
Categorizing risk management program and REMS required reports in the operational dashboard
Tracking trends of REMS and vendor required reports
Reviewing inbound REMS specific reports for longitudinal view of potential abuse, misuse, diversion, and non-compliance
The Data Analyst, REMS & Operations will have the following qualifications:
Individual Case Safety Report (ICSR) processing experience is required
Experience using ARGUS, ARISg, or other safety database applications
Experience using MedDRA and WHO drug dictionary
Bachelor's Degree in a health related field or biological sciences discipline
2-3 years of experience of Drug Safety/Pharmacovigilance (REMS experience preferred)
This role is fully remote and starting on a 6 month contract with the opportunity of full time conversion.",dataanalyst 
Senior Business Analyst,- Full-time,"Overview:
Summary:
The Senior Business Analyst for the Digital Programs Office is responsible for supporting the Director of the Digital Programs office through knowledge and understanding of Presbyterian�s digital portfolio and how it supports enterprise goals, directing on-time, quality deliverables, and assisting business owners with the intake of digital tools into the Architecture Review Board (ARB). The position will report to the Director of the Digital Programs Office. The overall intent of the position is to understand the entire digital portfolio and help ARB to intake and review requests for new digital tools. Additionally, the role will assist with maintaining and updating the enterprise digital roadmap across Presbyterian�s verticals, tracking enterprise milestones, and creating executive level presentations. This person must be detail oriented, have project management skills, prioritize tasks, have strong deliverable creation experience, and understand the digital solution world.
Qualifications:
This role will manage a portfolio of digital tools in production and upcoming implementations on the digital roadmap. This role will work with the business/operational owners to define measure and metrics for our digital portfolio. Experience with Google Analytics, Auryc/Heap, iOS/Android store metrics, Tableau Dashboard, Spreadsheets, and web/mobile app adoption/usage measures and metrics a plus.
Other information:
The Senior Business Analyst for the Digital Programs Office role is anticipated to expand as other new technologies are developed and opportunities for further digital transformation evolution. Graduation from an accredited college or university with a bachelor�s degree. Three or more years of experience in healthcare operations, specifically focused on digital products, analytics, reporting, enterprise management, and technical roadmaps. Demonstrated experience gathering and analyzing qualitative and quantitative information, formulating and testing hypotheses, and developing and communicating recommendations. Experience working in an environment that requires adaptability, comfort with ambiguity, and bias for action.
Responsibilities:
Responsibilities:
Responsible for measures and metrics tabulation and reporting for digital products return on investments.
Responsible for our Google Analytics and Auryc, and other analytics platforms for digital products.
Partner with our Analytics Organization (AO) to create and maintain a digital metrics analytics dashboard
Work with the Director of Digital Programs Office, to maintain a digital roadmap and application rationalizations to ensure all digital investments leverage enterprise tools
Represent Digital at the Architectural Review Board (ARB) for digital and IT partnership
Increase organizational efficiency and effectiveness by helping to guide business owners through ARB to reduce waste and duplication within PHS
Ability to develop, articulate, and assist with digital product intake and review consistent with organizational commitment to digital transformation, partnering with the digital team to understand business requirements and agile epic and story writing.
Partner and collaborate with key business owners and stakeholders within PDS, PHP, revenue cycle, enrollment, claims processing, and the call center.
Must be able to manage change effectively in a dynamic and complex operating environment
Benefits:
We offer more than the standard benefits!
Presbyterian employees gain access to a robust wellness program, including free access to our on-site and community-based gyms, nutrition coaching and classes, wellness challenges and more!
Learn more about our employee benefits:
https://www.phs.org/careers/employee-benefits/Pages/default.aspx
Why work at Presbyterian?
As an organization, we are committed to improving the health of our communities. From hosting growers' markets to partnering with local communities, Presbyterian is taking active steps to improve the health of New Mexicans. For our employees, we offer a robust wellness program, including free access to our on-site and community-based gyms, nutrition coaching and classes, wellness challenges and more.
Presbyterian's story is really the story of the remarkable people who choose to work here. The hard work of our physicians, nurses, employees, board members and volunteers grew Presbyterian from a tiny tuberculosis sanatorium to a statewide healthcare system that serves more than 875,000 New Mexicans.
About Presbyterian Healthcare Services
Presbyterian Healthcare Services exists to improve the health of patients, members and the communities we serve. We are a locally owned, not-for-profit healthcare system of nine hospitals, a statewide health plan and a growing multi-specialty medical group. Founded in New Mexico in 1908, we are the state's largest private employer with nearly 14,000 employees - including more than 1,600 providers and nearly 4,700 nurses.
Our health plan serves more than 580,000 members statewide and offers Medicare Advantage, Medicaid (Centennial Care) and Commercial health plans.
About Our Regional Delivery System
Presbyterian's Regional Delivery System is a network of six hospitals and medical centers throughout rural New Mexico including locations in Clovis, Espanola, Ruidoso, Santa Fe, Socorro and Tucumcari. Our regional facilities are home to more than 1,600 clinical and non-clinical employees who help make Presbyterian the state's largest private employer with nearly 14,000 statewide employees. With a variety of services ranging from general surgery to pediatrics to heart and cancer care, our regional employees are proud to provide close-to-home care for their communities.
We are part of New Mexico's history - and committed to its future. That is why we will continue to work just as hard and care just as deeply to serve New Mexico for years to come.
About New Mexico
New Mexico continues to grow steadily in population and features a low cost-of living.
Varied landscapes bring filmmakers here from around the world to capture a slice of the natural beauty New Mexicans enjoy every day. Our landscapes are as diverse as our culture - from mountains, forests, canyons, and lakes, to caverns, hot springs and sand dunes.
New Mexico offers endless recreational opportunities to explore and enjoy an active lifestyle. Venture off the beaten path, challenge your body in the elements, or open yourself up to the expansive sky. From hiking, golfing and biking to skiing, snowboarding and boating, it's all available among our beautiful wonders of the west.
AA/EOE/VET/DISABLED. PHS is a drug-free and tobacco-free employer with smoke free campuses.
#ITA123
Offer Disclaimer: The compensation range for this role takes into account a wide range of factors, including but not limited to experience and training, internal equity, and other business and organizational needs. Compensation decisions are dependent upon the facts and circumstances of each offer. Minimum Offer: USD $29.13/Hr. Maximum Offer: USD $44.49/Hr.",dataanalyst 
Business Analyst,"- Full-time, Contract","Three Resumes per supplier.
Carefully look at the required skills. This is something we have not worked on before.
SIOP Post Job Description: The 1LMX Transformation program is changing how work is done at Lockheed Martin. The Enterprise Control Tower (ECT) will provide key capabilities required to execute Production and Sustainment efficiently through the Supply Value Stream. On the Enterprise Control Tower Sales, Inventory and Operation Planning (SIOP) team, we are focused on creating services and tools that will be used across the enterprise to balance between the supply and demand of parts, labor, and other resources. We are seeking a highly motivated, creative Full Stack Engineer to facilitate our transformation efforts. Responsible for implementing COTS software solutions across all stages of the systems development lifecycle: design, integration, implementation, and support.
Job Types: Full-time, Contract
Salary: $60.00 - $80.00 per hour
Experience level:
5 years
Schedule:
8 hour shift
Experience:
Kinaxis Rapid Response: 7 years (Preferred)
SAP: 6 years (Preferred)
Work Location: Remote",dataanalyst 
Business Analyst,- Contract,"Position: Intermediate Business Analyst
Client: Federal Government
Location: Remote (Canada Only)
Duration: 1 year initial + extensions
Security Clearance: Reliability Clearance (Must already be held)
Language: English
Background:
Our client federal government client requires the services of an Intermediate Business Analyst with the primary objective of being to determine and execute the most straightforward path for migrating custom applications, services and databases to the cloud. The team will adopt the “Minimum Viable Product” approach, where they’ll identify the minimum set of features required to upgrade to the cloud, and no more. The process includes initial assessment, implementing a foundation for cloud architecture, retooling, application refactoring for cloud compatibility, and database migration to the cloud. Third party libraries and low-code/no-code platforms will be prioritized where possible. At the end of this phase, all applications and associated services and databases must be hosted on the cloud.
Qualifications:
Existing Federal Government clearance (secret)
10 years experience as a business analyst with web-based applications
5 years experience working with Microsoft based IT Solution environment
3 years experience with custom cloud web applications in Microsoft Azure
2 years working with Microsoft Azure DevOps (Agile template)
Responsibilities:
Evaluate existing design requirements to document and compose user stories.
Assist in developing project timelines and sprint planning.
Participate in developing sprint reports on the status/progress of the deliverables to ensure timely completion.
Conduct and document sprint validation sessions with stakeholders.
Document and track change requests, defects, tasks and ensure they’re addressed.
Work with stakeholders to ensure scope is adhered to.
Create test plans for internal Quality Assurance and User Acceptance Testing.
Report on technical issues or questions and make recommendations to project team.
Create user training documentation.
Assist in conducting User Acceptance Testing sessions with end-users
Job Type: Contract
Salary: $50.00 - $70.00 per hour
Experience level:
7 years
Schedule:
Monday to Friday
Work Location: Remote",dataanalyst 
Senior Business Analyst - Hybrid,Full-time,"Position Overview:
Overview
The Senior Business Analyst is an integral member of Lakeland’s Digital Transformation Team. Working in partnership with Business and Technology Teams, the Senior Business Analyst is responsible for understanding business and customer needs and shaping digital solutions to meet those needs.
As a key member of the Digital Transformation Team, the Senior Business Analyst will be responsible for understanding and documenting current state processes and pain points; partnering with the business to define future state processes and experiences; writing relevant user stories and acceptance criteria; and partnering across the organization to deliver digital solutions. Overall, the Senior Business Analyst will help us build new ways to do banking with our customers.
Lakeland is transforming the way it does business. We are implementing leading customer relationship management, marketing, service and sales technologies. Come join us on this exciting journey!
Key Responsibilities:
Lead requirement elicitation and JAD sessions to gather, document and align on business requirements with business and IT partners.
Evaluate business processes to interpret requirements and uncover opportunities for improvement.
Document detailed current and future state process flow diagrams.
Create user interface designs and wireframes to mimic actual user experience on a digital platform.
Ensure design and technical solutions meet business/product needs and requirements.
Hands on experience gathering requirements for web applications, external customer facing portals and overall user experience design.
Experience working with UX designers in prototyping and usability testing.
Document business requirements (BRD), non-functional requirements and use cases.
Document user stories, detailed acceptance criteria, definition of done for Agile projects.
Work with developers to successfully implement design into products.
Experience working with Managed Services Providers in an onshore-offshore model.
Understand and analyze data to gather/extract requirements.
Work closely with QA testers to ensure successful planning of test strategy and test case execution.
Provide SME support and clarify requirement related queries to development and QA teams.
Triage and analyze QA and UAT issues/defects.
Collaborate with project manager/scrum master throughout the project lifecycle to ensure successful delivery.
Partner with business stakeholders to define and document business cases for new initiatives.
Manage competing priorities.
Serve as a liaison between stakeholders and users.
Skills Required:
A bachelor’s degree in business or related field
Minimum of 6-8 years of hands on experience in Business Analysis.
Minimum of 2 years’ experience in writing user experience requirements and driving/facilitating design sprints.
10-12 years of experience in IT.
Hands on experience in Digital Transformation projects.
Hands on experience in Agile and Waterfall projects.
Prior experience in merger and acquisitions in Banking is a huge plus.
Familiarity in project delivery lifecycle (PDLC) practices.
Strong knowledge of full SDLC and SLC.
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Excellent oral and written skills.
Creative and analytical problem solver.
Proficiency in creating detailed BA artifacts and giving presentations.
Advanced proficiency in Microsoft applications including Word, Excel, PowerPoint, Visio.
Proficiency in UX design and wireframing tools.
Experience using Agile development tools such as ServiceNow and/or JIRA.
A track record of following through on commitments.
Excellent planning, organizational, and time management skills.
A history of leading and supporting successful projects.
Professional demeanor and ability to interact comfortably with all levels of staff, vendors and third parties.
Experience in cross-organizational collaboration and integration.
Excellent planning, organizational, and time management skills.
Excellent Interpersonal skills and relationship management.
Superior attention to detail.
Strong business acumen.
Ability to work independently with minimal supervision.
Strong leadership skills along with the ability to develop and execute on strategy.
Must be bondable.
PREFERRED QUALIFICATIONS
8+ years of experience in Business Analysis.
Master’s degree in business or related field.
Experience as a BA for E-Commerce applications, mobile banking applications and/or online account opening platforms.
Retail and Commercial banking (Deposits and Loans) domain experience preferred.
Hands on experience as a BA for Salesforce (or other CRM) platform is a nice-to-have.
Salesforce knowledge across various modules such Pardot, Financial Services Cloud, Einstein.
Employment Eligibility:
All Lakeland Bank employees must be bondable. FBI background checks are required to confirm eligibility for bonding. Note: A guilty plea or criminal conviction will not necessarily preclude employment at Lakeland Bank.
Lakeland Bank is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, pregnancy, genetic information, national origin, disability, protected veteran status or any other characteristic protected by law
Scheduled Hours:
Monday - Friday, 8:30am - 5:00pm.
Comments:
All Lakeland Bank employees must be bondable. FBI background checks are required to confirm eligibility for bonding. Note: A guilty plea or criminal conviction will not necessarily preclude employment at Lakeland Bank.
Lakeland Bank is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, pregnancy, genetic information, national origin, disability, protected veteran status or any other characteristic protected by law",dataanalyst 
BUSINESS ANALYST / OFFICE ADMINISTRATOR - REMOTE,"- Full-time, Contract","BUSINESS ANALYST/OFFICE ADMIN - REMOTE
Datum Software Inc. Government Solutions (GS) team is currently looking to hire an experienced Business Analyst (BA) / Office Administrator for the Bureau of Indian Education, Division of School Operations.
DUTIES & RESPONSIBILITIES:
Apply analytical techniques to compile information and assess administrative procedures within the office
Assist in the development of tracking databases, and implementation of any new automation to improve internal operations
Compile data and prepares draft administrative status reports for review at all levels
Recognize, identify, and propose potential solutions to complex administrative management challenges
Manage special projects with internal and external customers, write reports, gather data, and perform analysis
Coordinate with Contracting Officers Representative (COR), and Facility Manager to track and monitor ongoing projects
Work with Project Managers to establish workload priorities and track projects in the OneDrive tracker
Serve in Executive Assistant capacity to prepare leadership for high-level meetings, including tracking of action items, and leading weekly briefings
Maintain an effective file management system for records and documentation
Prepare a variety of descriptive reports, agendas, briefings, memorandums, and other written materials
Assist teams with market research and developing plans for upcoming projects
Assist the Special Assistant with the BIE Office space planning efforts
Plan and monitor required tasks to execute upcoming Office Space projects. Coordinate with associated staff and departments, as needed.
Organize, update, and manage all Office Space documentation and material in a centralized location
Assist Senior Leadership with administrative duties, including the documentation and distribution of meeting notes
Lead frequent office space planning meetings, coordinate with action item owners for updates between scheduled calls
Coordinate meetings, meeting schedules, and review of planning documents with key members of the management team
Provide frequent high-level project updates to the Deputy Bureau Director and Special Assistant
MINIMUM REQUIREMENTS:
Bachelor’s degree in business or related field
5 years of business analysis experience
Comprehensive knowledge and ability to convey analysis and information orally through briefings, consultations, and other presentations
Ability to effectively prioritize deliverables and organize related materials in a fast-paced environment
Ability to write clearly, logically, and succinctly and communicate effectively verbally and in writing
Ability to engage customers in business initiatives, resolve problems for customers, gain intelligence concerning customer acquisition plans, maintain and enhance technical knowledge and skills, and represent the program during customer outreach contacts
Ability to convey analysis and information orally through briefings, consultations, and other presentations
Ability to lead collaborative tasks and exercise objectivity in all phases of analysis and consultation
Ability to travel up to 25% yearly, as required
Datum Software Inc. (GS) is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws.
This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, and apprenticeship. Datum Software, Inc (GS) makes hiring decisions based solely on qualifications, merit, and business needs at the time of posting.
Job Types: Full-time, Contract
Pay: $40,000.00 - $55,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Flexible spending account
Health insurance
Health savings account
Life insurance
Paid time off
Retirement plan
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Education:
Bachelor's (Required)
Work Location: Remote",dataanalyst 
Data Analyst,- Full-time,"Data Analyst Remote- Summary
As the Data Analyst, you will be leveraging your technical and analytical skills to mine and clean data, identify trends, and deliver business insights that'll determine ways we can improve our bottom line. You will partner with stakeholders of our organization to determine answers to non-trivial business questions, draw relevant conclusions from analysis, and provide actionable recommendations. Demonstration of strategic thinking and effective communication will be essential.
Data Analyst Remote- Responsibilities
Efficiently mine, clean, manipulate, and analyze very large volumes of multifaceted data, using various data analysis techniques.
Perform exploratory data analysis that results in meaningful insights and recommendations to the business.
Proactively identify and surface opportunities that improve efficiency, revenue generation, and cost cutting
Collaborate with key stakeholders to define metrics and KPIs that measure effectiveness of operations and support decision-making.
Effectively communicate analytical findings to business partners in the form of dashboards and other visuals
Develop predictive data models that help determine the result of future business decisions.
Design reports, dashboards, and scorecards that visualize company performance.
Maintain detailed data dictionaries and documentation for all analysis processes and solutions.
Translate business needs into technical requirements for reporting and necessary data extracts.
Data Analyst Remote- Qualifications
Bachelor's degree in Business Analytics, Mathematics, Statistics, Economics, Computer Science or another analytically challenging field
Three (3) years of professional experience in an analytical role, solving business problems through statistical analysis and strategic planning.
Adept at writing complex and optimized T-SQL queries (complex joins, CTEs, analytical functions, parameterization, etc.) against very large datasets, with the ability to combine data between multiple SQL sources via linked servers.
Proficient in Python for data acquisition & cleaning of large datasets, diagnostic analytics, and predictive modeling (Pandas, NumPy, Scikit-learn, etc.)
Strong statistical analysis and problem-solving skills, with excellent attention to detail
Proficient with Jupyter Notebooks, Power BI, and other visualization tools to present analytical findings.
Proficiency with Excel in a reporting and dashboarding capacity (Power Query, cube functions, array functions, etc.)
Experience with APIs, web scraping, and machine learning a strong plus.
Ability to work independently and as part of a team, manage time effectively, and meet project deadlines.
Desire to learn and support new technologies and systems.
Job Type: Full-time
Pay: $80,000.00 - $90,000.00 per year
Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Life insurance
Paid holidays
Paid sick time
Paid time off
Vision insurance
Experience level:
3 years
Schedule:
8 hour shift
Monday to Friday
Application Question(s):
Do you reside in the Eastern or Central time zones?
Education:
Associate (Preferred)
Experience:
T-SQL: 3 years (Required)
Data Analyst: 3 years (Required)
Python: 3 years (Preferred)
Work Location: Remote",dataanalyst 
Business Analyst,- Full-time,"Job Description:
Sagitec is seeking a Business Analyst to work with systems development teams, architects, and client stakeholders in our pension vertical. The role involves performing business and system analysis for clients looking to modernize or upgrade existing business processes and systems. You will be responsible for the design, testing, and implementation of the system to create a solution that satisfies our clients’ unique business needs.
Responsibilities:
Participate and collaborate with client, development, and testing teams throughout the design, development, testing, and implementation of a solution.
Lead meetings with client subject matter experts (SMEs) to elicit, clarify, and confirm business requirements.
Facilitate/support design meetings with Sagitec and client team participants.
Perform functional analysis of the client’s current business process and supporting documentation.
Identify process improvements and facilitate reengineering of business process.
Responsible for development of business analysis deliverables.
Support, and at times lead, the preparation of test cases and associated deliverables.
Execute production rollout activities.
Participate in the creation of training materials and conduct training activities for system end users.
Support end users during User Acceptance Testing (UAT) and, if required, throughout the duration of maintenance and support agreements.
The role may include part time or full-time travel to client locations.
Qualifications:
Minimum Qualifications
Between 2 - 6 years of professional experience working in a Business Analyst role for the design, development, and implementation of large-scale solutions.
Experience evaluating business requirements and working with subject matter experts (SME) and technical analysts (TA) to translate into a functional design.
Proven ability to develop task plans, manage time effectively across simultaneous project activities, and meet target deadlines.
Drives assigned tasks to completion within target deadlines.
Approaches tasks in an analytical manner and focuses on defining a solution to the root need of the task.
Excellent communication skills (written and verbal) to clearly articulate technical solutions to non-technical staff.
Experience in facilitating meetings and presenting to technical and non-technical staff.
A collaborative mindset with the ability to work in team environment, but also self-motivated to produce results with minimal direction.
Ability to form working relationships with groups of people from varied backgrounds, experience, and education levels.
Preferred Qualifications
Strong preference is given for experience with pension administration or benefit claim systems.
Experience with multiple implementation methodologies (e.g., AGILE, waterfall).
Experience with business processing modeling or BPMN.
Understanding of entity relationships and data structures.
Experience with CASE tools including rules engine (logical rules and decision tables), business intelligence, and user interface (UI) prototyping a plus.
Experience with SQL or querying data structures.
CBAP, ECBA, or PMI-PBA certification.
Education:
Bachelor’s degree, preferably in Computer Science, IT, Management, Business, or related field.
Master’s degree a plus.
Compensation and Benefits:
Fulltime/permanent
$85,000 – $98,000 per year
401(k) plan with company match
Health insurance
Dental insurance
Vision insurance
Company paid group life insurance
Company paid short and long-term disability
Voluntary life insurance
Flexible spending account
Paid time off
Company holidays
Floating holidays
Employee assistance program
Referral program
Tuition assistance
About Sagitec Solutions:
Sagitec is a leading low-code/no-code application development platform provider for private and public sector organizations, specializing in serving customers focused on solving complex, business-rule-driven problems. Using Sagitec’s low-code/no-code platform, Xelence, we provides evolutionary enterprise-grade solutions for pension, labor and employment, health insurance, disability insurance, paid family medical leave, managed care providers, and other benefits providers that want to accelerate excellence by placing a platform at the center of their enterprise universe. With deep industry experience in software implementation and systems integration, Sagitec is a partner that clients can trust to drive their vision into action. For more information, visit: www.sagitec.com",dataanalyst 
Data Analyst,Full-time,"W2 ONLY - NO C2C
Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future
Responsibilities:
Manages all data conversion activities
Provides guidance to other MMIS teams regarding extract, transform, load (ETL) questions and issues
Provides guidance to the infrastructure team for ETL application server architecture requirements and disk capacity/performance needs
Mentors other team members in areas of expertise Qualifications:
Bachelor’s degree in Computer Science, Engineering, Software Engineering, or related field.
Medicaid Management Information System (MMIS) experience
Medicaid operations experience.
Public sector and/or academic environment experience.
Job Type: Full-time
Work Location: Remote",dataanalyst 
